Date,Day,Time,Crime_Type,Lighting,Police_Presence,Crowd_Presence,Risk_Score,Risk_Level,Latitude,Longitude
07-02-2026,Saturday,13:43,Theft,Moderate,Low,High,48,Moderate,28.461824,77.5145
13-08-2025,Wednesday,13:23,Harassment,Poor,Medium,Medium,55,Moderate,28.478391,77.490919
19-11-2025,Wednesday,07:59,Other,Good,Medium,Medium,35,Moderate,28.466422,77.490313
17-01-2026,Saturday,01:46,Assault,Good,High,Low,65,Unsafe,28.45787,77.497212
28-02-2026,Saturday,05:32,Robbery,Poor,Medium,Medium,73,Unsafe,28.457653,77.511027
02-11-2025,Sunday,16:28,Theft,Poor,Low,High,55,Moderate,28.459312,77.490285
12-09-2025,Friday,00:03,Assault,Moderate,High,High,61,Unsafe,28.465735,77.501672
14-07-2025,Monday,19:30,Robbery,Poor,High,Medium,62,Unsafe,28.471761,77.485618
23-03-2026,Monday,09:29,Robbery,Moderate,Low,Low,70,Unsafe,28.462135,77.514604
16-02-2026,Monday,23:49,Theft,Poor,High,High,46,Moderate,28.45609,77.494068
05-09-2025,Friday,09:29,Other,Moderate,Medium,High,37,Moderate,28.467988,77.505864
09-07-2025,Wednesday,09:58,Other,Poor,Medium,Low,54,Moderate,28.466662,77.505504
28-10-2025,Tuesday,14:25,Assault,Good,Medium,Medium,55,Moderate,28.463718,77.506704
07-01-2026,Wednesday,05:36,Burglary,Poor,Medium,Medium,71,Unsafe,28.463967,77.489452
01-05-2025,Thursday,00:47,Assault,Moderate,Medium,Low,77,Unsafe,28.460326,77.489074
21-11-2025,Friday,05:28,Burglary,Good,High,High,48,Moderate,28.466742,77.485212
07-02-2026,Saturday,09:44,Assault,Good,High,High,45,Moderate,28.471457,77.492116
05-08-2025,Tuesday,20:58,Theft,Good,Low,Medium,51,Moderate,28.471841,77.494655
14-05-2025,Wednesday,22:24,Assault,Good,Low,High,64,Unsafe,28.459123,77.5011
22-10-2025,Wednesday,11:36,Theft,Good,Low,High,42,Moderate,28.45785,77.48612
09-06-2025,Monday,12:21,Harassment,Poor,High,Low,55,Moderate,28.456722,77.503625
18-10-2025,Saturday,19:36,Other,Moderate,High,High,36,Moderate,28.47569,77.508662
22-12-2025,Monday,17:56,Theft,Poor,Medium,High,47,Moderate,28.479564,77.507436
31-08-2025,Sunday,09:55,Theft,Good,Medium,Medium,38,Moderate,28.460533,77.508037
08-03-2026,Sunday,17:55,Other,Poor,Low,Low,62,Unsafe,28.475915,77.488835
06-11-2025,Thursday,12:13,Other,Poor,Medium,Medium,48,Moderate,28.46832,77.503818
15-06-2025,Sunday,17:28,Robbery,Moderate,Low,High,60,Moderate,28.459884,77.503928
29-12-2025,Monday,10:25,Harassment,Poor,Low,Low,69,Unsafe,28.465431,77.513031
15-12-2025,Monday,11:56,Theft,Good,Medium,Low,44,Moderate,28.466303,77.506126
14-05-2025,Wednesday,08:03,Robbery,Good,Low,High,54,Moderate,28.461526,77.514031
05-03-2026,Thursday,05:32,Burglary,Poor,Low,Medium,79,Unsafe,28.459026,77.497341
07-10-2025,Tuesday,19:07,Theft,Poor,Low,Low,70,Unsafe,28.477124,77.503674
17-05-2025,Saturday,16:24,Other,Poor,High,High,38,Moderate,28.471579,77.497067
11-12-2025,Thursday,16:02,Harassment,Poor,Medium,Medium,55,Moderate,28.476157,77.486376
01-08-2025,Friday,06:47,Theft,Good,Medium,Medium,38,Moderate,28.473713,77.497599
20-09-2025,Saturday,04:53,Robbery,Poor,Low,High,77,Unsafe,28.471595,77.486567
28-06-2025,Saturday,00:09,Robbery,Poor,High,High,63,Unsafe,28.458799,77.490069
01-10-2025,Wednesday,10:00,Assault,Poor,Low,Medium,76,Unsafe,28.476601,77.507203
01-06-2025,Sunday,04:15,Harassment,Good,High,High,42,Moderate,28.46766,77.507261
15-08-2025,Friday,15:35,Harassment,Poor,High,High,45,Moderate,28.472463,77.488399
28-03-2026,Saturday,12:26,Burglary,Poor,Low,High,65,Unsafe,28.472447,77.506135
09-08-2025,Saturday,06:39,Assault,Poor,Low,High,72,Unsafe,28.469286,77.499892
26-03-2026,Thursday,07:15,Other,Moderate,Low,Low,55,Moderate,28.473091,77.49667
21-04-2025,Monday,16:13,Robbery,Poor,Low,Medium,71,Unsafe,28.4603,77.502131
08-07-2025,Tuesday,18:18,Other,Poor,Low,Low,62,Unsafe,28.470834,77.5087
16-03-2026,Monday,04:15,Harassment,Good,High,Low,52,Moderate,28.470179,77.501979
29-10-2025,Wednesday,07:33,Robbery,Good,Medium,Medium,50,Moderate,28.462485,77.509789
14-03-2026,Saturday,23:25,Assault,Good,Medium,Low,66,Unsafe,28.470868,77.510526
04-11-2025,Tuesday,08:37,Other,Good,Medium,Low,41,Moderate,28.463405,77.514004
03-05-2025,Saturday,17:55,Burglary,Good,Medium,High,44,Moderate,28.472022,77.486419
19-09-2025,Friday,11:39,Robbery,Moderate,Low,High,60,Moderate,28.457075,77.495783
20-07-2025,Sunday,09:15,Burglary,Moderate,Low,High,58,Moderate,28.469126,77.492208
11-12-2025,Thursday,09:46,Harassment,Moderate,Medium,High,44,Moderate,28.479066,77.490587
09-07-2025,Wednesday,05:08,Other,Moderate,High,Medium,45,Moderate,28.467969,77.504828
02-06-2025,Monday,08:01,Assault,Moderate,Low,Medium,69,Unsafe,28.456246,77.498564
24-03-2026,Tuesday,02:05,Burglary,Poor,Low,Low,85,Unsafe,28.466033,77.485613
24-02-2026,Tuesday,06:09,Burglary,Moderate,High,High,44,Moderate,28.477656,77.491138
20-01-2026,Tuesday,07:12,Burglary,Poor,Medium,Medium,61,Unsafe,28.463236,77.509129
18-10-2025,Saturday,17:07,Harassment,Poor,Medium,Medium,55,Moderate,28.461989,77.488811
10-07-2025,Thursday,11:55,Other,Good,Medium,High,31,Moderate,28.458318,77.507766
15-09-2025,Monday,02:38,Other,Moderate,Low,Medium,59,Moderate,28.478301,77.49376
09-12-2025,Tuesday,14:17,Robbery,Poor,Medium,High,59,Moderate,28.471063,77.494842
17-01-2026,Saturday,07:45,Other,Good,Low,Medium,43,Moderate,28.459406,77.51102
06-09-2025,Saturday,03:29,Harassment,Good,Low,High,56,Moderate,28.478099,77.50974
15-06-2025,Sunday,08:27,Assault,Moderate,High,Medium,55,Moderate,28.466602,77.489167
04-10-2025,Saturday,04:02,Burglary,Good,Medium,Low,64,Unsafe,28.472081,77.489683
09-12-2025,Tuesday,14:46,Theft,Good,High,Low,38,Moderate,28.475253,77.499399
04-10-2025,Saturday,07:17,Other,Moderate,Low,High,45,Moderate,28.465188,77.491652
21-10-2025,Tuesday,09:36,Theft,Poor,Medium,Low,57,Moderate,28.460654,77.500189
26-08-2025,Tuesday,07:01,Robbery,Good,High,Medium,44,Moderate,28.470982,77.485855
16-02-2026,Monday,11:07,Harassment,Moderate,Low,High,52,Moderate,28.467951,77.514299
04-04-2026,Saturday,14:01,Robbery,Poor,Medium,Medium,63,Unsafe,28.466726,77.512989
06-10-2025,Monday,10:38,Assault,Good,Low,Medium,63,Unsafe,28.468568,77.498061
30-07-2025,Wednesday,02:36,Theft,Good,Low,Medium,56,Moderate,28.458864,77.495373
22-10-2025,Wednesday,08:16,Harassment,Poor,High,High,45,Moderate,28.461338,77.500512
18-04-2025,Friday,21:53,Harassment,Poor,Low,Low,74,Unsafe,28.478786,77.493344
03-10-2025,Friday,15:29,Harassment,Moderate,Low,Low,62,Unsafe,28.469521,77.499181
22-07-2025,Tuesday,10:58,Theft,Poor,Medium,Medium,51,Moderate,28.468804,77.506845
28-01-2026,Wednesday,04:52,Burglary,Good,Low,High,62,Unsafe,28.466271,77.51118
09-02-2026,Monday,12:36,Harassment,Good,High,High,32,Moderate,28.458524,77.51224
22-02-2026,Sunday,11:55,Assault,Poor,Low,High,72,Unsafe,28.461636,77.487983
30-12-2025,Tuesday,18:24,Harassment,Moderate,High,High,38,Moderate,28.458648,77.501352
12-08-2025,Tuesday,15:45,Harassment,Good,High,Low,42,Moderate,28.465194,77.510599
09-04-2025,Wednesday,07:45,Other,Moderate,High,Medium,35,Moderate,28.476443,77.497636
18-12-2025,Thursday,13:45,Theft,Good,High,High,28,Safe,28.476531,77.49244
16-11-2025,Sunday,08:05,Harassment,Poor,Low,Medium,63,Unsafe,28.475945,77.512389
03-05-2025,Saturday,17:42,Burglary,Poor,High,Low,61,Unsafe,28.472673,77.487646
17-06-2025,Tuesday,19:09,Other,Poor,Medium,High,49,Moderate,28.456072,77.512393
18-04-2025,Friday,06:57,Assault,Moderate,High,Medium,55,Moderate,28.464753,77.493386
12-08-2025,Tuesday,06:17,Other,Good,High,High,25,Safe,28.455626,77.503344
08-07-2025,Tuesday,20:25,Robbery,Moderate,High,Medium,55,Moderate,28.468638,77.499274
31-07-2025,Thursday,17:41,Burglary,Poor,Low,High,65,Unsafe,28.461282,77.505116
10-04-2025,Thursday,07:33,Assault,Moderate,High,High,51,Moderate,28.464652,77.494072
24-12-2025,Wednesday,20:51,Robbery,Good,High,High,45,Moderate,28.4756,77.512971
30-06-2025,Monday,10:03,Harassment,Good,Medium,High,38,Moderate,28.479267,77.51165
20-01-2026,Tuesday,09:35,Assault,Moderate,Low,High,65,Unsafe,28.455912,77.506157
02-05-2025,Friday,14:43,Harassment,Moderate,Low,Low,62,Unsafe,28.460965,77.486522
29-01-2026,Thursday,05:13,Theft,Moderate,High,Low,54,Moderate,28.474691,77.487198
20-12-2025,Saturday,11:06,Robbery,Poor,Medium,Medium,63,Unsafe,28.45561,77.495595
09-12-2025,Tuesday,12:51,Assault,Good,High,Low,55,Moderate,28.470695,77.504295
17-10-2025,Friday,22:22,Other,Poor,Medium,Low,59,Moderate,28.461879,77.503872
07-07-2025,Monday,19:02,Assault,Moderate,Low,Medium,74,Unsafe,28.463062,77.495408
21-09-2025,Sunday,15:04,Assault,Moderate,Low,Low,75,Unsafe,28.46638,77.496039
20-03-2026,Friday,23:33,Harassment,Moderate,High,Medium,47,Moderate,28.469972,77.494037
13-10-2025,Monday,13:35,Assault,Poor,High,Low,68,Unsafe,28.47478,77.491435
28-10-2025,Tuesday,17:58,Other,Poor,High,Medium,42,Moderate,28.476714,77.506118
26-08-2025,Tuesday,00:17,Theft,Good,Medium,Medium,48,Moderate,28.458579,77.507913
08-04-2026,Wednesday,11:22,Theft,Good,High,Low,38,Moderate,28.478839,77.495627
26-09-2025,Friday,19:42,Burglary,Moderate,Low,High,63,Unsafe,28.472169,77.497645
15-09-2025,Monday,07:45,Robbery,Good,High,Medium,44,Moderate,28.46448,77.510916
11-06-2025,Wednesday,08:46,Assault,Poor,Medium,High,64,Unsafe,28.456185,77.513669
09-01-2026,Friday,01:42,Burglary,Poor,Low,Low,85,Unsafe,28.456067,77.488215
04-09-2025,Thursday,19:59,Other,Poor,High,High,43,Moderate,28.460577,77.509539
30-09-2025,Tuesday,14:18,Harassment,Poor,High,High,45,Moderate,28.473798,77.491163
23-09-2025,Tuesday,08:51,Theft,Moderate,High,High,34,Moderate,28.465897,77.48614
06-04-2026,Monday,02:52,Assault,Good,Medium,Low,71,Unsafe,28.469669,77.497323
17-09-2025,Wednesday,01:40,Harassment,Moderate,High,Medium,52,Moderate,28.458555,77.512976
03-09-2025,Wednesday,11:57,Theft,Good,High,Low,38,Moderate,28.475924,77.487817
31-05-2025,Saturday,10:58,Harassment,Good,Medium,High,38,Moderate,28.477357,77.49239
21-04-2025,Monday,21:26,Burglary,Poor,High,Medium,60,Moderate,28.473831,77.501504
01-04-2026,Wednesday,09:17,Theft,Poor,High,Medium,45,Moderate,28.466034,77.506341
04-01-2026,Sunday,03:35,Theft,Good,High,Low,48,Moderate,28.461444,77.495682
14-03-2026,Saturday,09:27,Theft,Good,Medium,Medium,38,Moderate,28.479137,77.500383
10-06-2025,Tuesday,07:24,Assault,Poor,Low,Low,82,Unsafe,28.456372,77.488473
15-12-2025,Monday,02:00,Harassment,Poor,Medium,Medium,65,Unsafe,28.467375,77.502263
31-05-2025,Saturday,01:26,Harassment,Good,Low,Medium,60,Moderate,28.479148,77.514847
31-05-2025,Saturday,05:58,Robbery,Poor,High,Low,73,Unsafe,28.465151,77.504923
22-01-2026,Thursday,18:10,Assault,Poor,Low,Low,82,Unsafe,28.476184,77.504139
11-08-2025,Monday,08:16,Theft,Moderate,Low,High,48,Moderate,28.457928,77.503632
16-02-2026,Monday,09:31,Assault,Moderate,Medium,Medium,61,Unsafe,28.475039,77.49596
08-05-2025,Thursday,04:04,Harassment,Good,Medium,High,48,Moderate,28.467538,77.512597
28-04-2025,Monday,03:43,Robbery,Moderate,Medium,Low,72,Unsafe,28.457716,77.491943
05-01-2026,Monday,06:25,Other,Moderate,Low,High,45,Moderate,28.467939,77.508499
14-05-2025,Wednesday,21:47,Burglary,Poor,High,Low,66,Unsafe,28.455442,77.499979
09-05-2025,Friday,19:06,Assault,Poor,High,High,63,Unsafe,28.462691,77.508852
15-10-2025,Wednesday,22:10,Burglary,Good,High,Low,53,Moderate,28.478375,77.485562
12-05-2025,Monday,13:31,Robbery,Moderate,Medium,Low,62,Unsafe,28.461323,77.500647
07-09-2025,Sunday,23:27,Harassment,Moderate,High,High,43,Moderate,28.474641,77.492512
25-05-2025,Sunday,20:11,Harassment,Good,Medium,Medium,47,Moderate,28.4698,77.489563
23-02-2026,Monday,02:52,Theft,Good,Medium,Medium,48,Moderate,28.474155,77.508135
30-11-2025,Sunday,11:18,Burglary,Good,Medium,High,44,Moderate,28.459521,77.485099
02-07-2025,Wednesday,19:07,Harassment,Good,Low,Low,61,Unsafe,28.46164,77.488085
22-02-2026,Sunday,00:46,Theft,Good,Medium,High,44,Moderate,28.457316,77.497635
08-06-2025,Sunday,07:45,Burglary,Good,High,Low,48,Moderate,28.472704,77.498935
15-05-2025,Thursday,08:42,Other,Poor,High,Low,48,Moderate,28.463659,77.491528
29-07-2025,Tuesday,11:27,Assault,Moderate,Low,High,65,Unsafe,28.456717,77.498679
01-06-2025,Sunday,21:48,Burglary,Moderate,Low,High,63,Unsafe,28.463287,77.490374
09-12-2025,Tuesday,04:44,Assault,Good,Medium,Low,71,Unsafe,28.464799,77.488879
04-03-2026,Wednesday,08:32,Theft,Poor,Low,Low,65,Unsafe,28.465288,77.490419
03-05-2025,Saturday,11:36,Robbery,Poor,Low,Low,77,Unsafe,28.472868,77.506508
30-05-2025,Friday,21:32,Robbery,Moderate,Low,High,65,Unsafe,28.461372,77.495999
21-04-2025,Monday,10:10,Assault,Poor,Medium,Medium,68,Unsafe,28.472814,77.488135
16-10-2025,Thursday,09:01,Robbery,Poor,Low,Medium,71,Unsafe,28.455796,77.504344
21-02-2026,Saturday,04:07,Burglary,Moderate,Low,Medium,72,Unsafe,28.477114,77.485252
09-03-2026,Monday,06:35,Burglary,Good,Low,Low,62,Unsafe,28.455835,77.507639
18-09-2025,Thursday,02:59,Assault,Good,Medium,Low,71,Unsafe,28.47895,77.492486
07-05-2025,Wednesday,12:34,Assault,Good,Medium,High,51,Moderate,28.479929,77.502143
28-11-2025,Friday,03:07,Assault,Good,High,High,55,Moderate,28.478286,77.487493
03-08-2025,Sunday,05:53,Burglary,Poor,High,High,61,Unsafe,28.472185,77.491471
08-11-2025,Saturday,21:29,Assault,Moderate,Medium,Medium,66,Unsafe,28.473273,77.485955
25-09-2025,Thursday,19:50,Other,Poor,High,Low,53,Moderate,28.470388,77.502398
06-02-2026,Friday,01:00,Other,Moderate,High,High,41,Moderate,28.470049,77.496467
30-12-2025,Tuesday,06:18,Burglary,Moderate,High,Medium,48,Moderate,28.474597,77.49653
10-02-2026,Tuesday,00:03,Harassment,Good,Low,High,56,Moderate,28.456388,77.495227
09-02-2026,Monday,09:00,Assault,Moderate,Medium,Medium,61,Unsafe,28.456891,77.502019
30-06-2025,Monday,01:59,Robbery,Good,High,Low,60,Moderate,28.463239,77.492445
04-05-2025,Sunday,16:35,Harassment,Good,High,High,32,Moderate,28.470441,77.511459
04-01-2026,Sunday,17:28,Assault,Moderate,Medium,High,57,Moderate,28.465905,77.502302
22-12-2025,Monday,16:21,Theft,Moderate,High,Medium,38,Moderate,28.478859,77.514235
30-04-2025,Wednesday,06:53,Assault,Moderate,Medium,High,57,Moderate,28.47894,77.485926
02-06-2025,Monday,09:47,Robbery,Moderate,Low,High,60,Moderate,28.460764,77.511331
03-10-2025,Friday,11:11,Theft,Poor,Low,Medium,59,Moderate,28.460596,77.488378
02-04-2026,Thursday,10:50,Theft,Moderate,High,High,34,Moderate,28.47754,77.488887
15-05-2025,Thursday,16:00,Theft,Poor,Medium,High,47,Moderate,28.467952,77.49449
15-01-2026,Thursday,20:22,Theft,Moderate,High,High,39,Moderate,28.47673,77.511166
27-12-2025,Saturday,20:03,Burglary,Moderate,Medium,Medium,59,Moderate,28.470279,77.498594
14-09-2025,Sunday,01:34,Harassment,Moderate,Medium,Medium,58,Moderate,28.455508,77.486078
11-05-2025,Sunday,22:53,Assault,Good,High,Low,60,Moderate,28.475851,77.490986
26-08-2025,Tuesday,22:52,Assault,Moderate,Medium,Low,72,Unsafe,28.463968,77.5055
01-07-2025,Tuesday,19:44,Assault,Poor,Medium,High,69,Unsafe,28.472865,77.509753
31-12-2025,Wednesday,16:14,Theft,Good,Medium,Medium,38,Moderate,28.467301,77.509998
08-11-2025,Saturday,13:03,Assault,Good,Medium,Low,61,Unsafe,28.461663,77.488503
03-02-2026,Tuesday,12:19,Burglary,Poor,High,Medium,55,Moderate,28.460539,77.506403
28-09-2025,Sunday,12:03,Other,Good,Medium,High,31,Moderate,28.456994,77.499685
10-02-2026,Tuesday,08:12,Other,Good,Medium,Medium,35,Moderate,28.466189,77.488192
04-01-2026,Sunday,03:00,Assault,Good,High,Low,65,Unsafe,28.463552,77.489534
06-12-2025,Saturday,18:48,Robbery,Poor,Medium,High,59,Moderate,28.476681,77.506364
15-04-2025,Tuesday,16:44,Robbery,Good,Medium,Low,56,Moderate,28.472143,77.493886
21-07-2025,Monday,08:06,Theft,Poor,Low,High,55,Moderate,28.475179,77.504687
10-07-2025,Thursday,17:01,Burglary,Good,High,High,38,Moderate,28.458148,77.498699
25-10-2025,Saturday,01:39,Other,Good,Medium,Medium,45,Moderate,28.470315,77.4892
12-05-2025,Monday,07:24,Theft,Good,High,High,28,Safe,28.474971,77.501867
08-03-2026,Sunday,14:11,Harassment,Good,Low,Low,56,Moderate,28.456671,77.491765
10-11-2025,Monday,09:47,Theft,Moderate,Medium,Low,50,Moderate,28.459355,77.496458
07-04-2026,Tuesday,05:23,Theft,Moderate,High,High,44,Moderate,28.474858,77.512677
30-06-2025,Monday,19:57,Burglary,Good,High,High,43,Moderate,28.463012,77.493023
11-10-2025,Saturday,14:05,Other,Moderate,High,Medium,35,Moderate,28.475516,77.493161
19-09-2025,Friday,16:24,Assault,Poor,High,High,58,Moderate,28.46463,77.487736
21-02-2026,Saturday,14:29,Harassment,Poor,High,High,45,Moderate,28.473716,77.503077
26-05-2025,Monday,19:50,Theft,Poor,High,High,46,Moderate,28.46421,77.494183
09-11-2025,Sunday,23:18,Burglary,Good,Low,Medium,61,Unsafe,28.455882,77.4854
06-02-2026,Friday,17:24,Harassment,Moderate,Medium,Low,54,Moderate,28.465192,77.495779
15-05-2025,Thursday,23:05,Other,Poor,Medium,Medium,53,Moderate,28.458712,77.514477
27-03-2026,Friday,08:42,Assault,Moderate,High,High,51,Moderate,28.45692,77.511898
03-12-2025,Wednesday,08:44,Other,Good,Low,Medium,43,Moderate,28.465536,77.504315
23-01-2026,Friday,15:30,Burglary,Poor,Low,Low,75,Unsafe,28.470144,77.508784
15-02-2026,Sunday,00:45,Harassment,Poor,Medium,Medium,65,Unsafe,28.460241,77.49901
15-04-2025,Tuesday,06:41,Harassment,Poor,High,Low,55,Moderate,28.467848,77.49646
14-01-2026,Wednesday,03:57,Harassment,Poor,High,Medium,59,Moderate,28.457511,77.496321
04-07-2025,Friday,12:32,Robbery,Poor,High,Low,63,Unsafe,28.469268,77.51395
17-02-2026,Tuesday,20:26,Burglary,Poor,High,Medium,60,Moderate,28.476464,77.49936
02-02-2026,Monday,23:11,Theft,Good,High,Medium,37,Moderate,28.469612,77.495987
25-07-2025,Friday,11:25,Theft,Moderate,Low,Low,58,Moderate,28.458623,77.5016
15-04-2025,Tuesday,05:35,Theft,Poor,Low,Medium,69,Unsafe,28.470487,77.492112
05-12-2025,Friday,17:41,Theft,Good,Low,Low,52,Moderate,28.462921,77.510412
31-05-2025,Saturday,00:26,Burglary,Poor,Medium,Low,77,Unsafe,28.456169,77.514022
13-05-2025,Tuesday,06:14,Theft,Moderate,Low,Low,58,Moderate,28.468379,77.492613
15-03-2026,Sunday,09:32,Other,Good,Low,Medium,43,Moderate,28.45875,77.512121
27-03-2026,Friday,08:32,Assault,Moderate,Low,High,65,Unsafe,28.455433,77.486224
20-09-2025,Saturday,21:45,Assault,Moderate,Low,Medium,74,Unsafe,28.468366,77.505999
24-04-2025,Thursday,03:54,Harassment,Moderate,Low,Medium,66,Unsafe,28.4793,77.511144
06-07-2025,Sunday,15:02,Burglary,Poor,Medium,High,57,Moderate,28.470943,77.50112
25-09-2025,Thursday,11:24,Robbery,Good,Medium,Medium,50,Moderate,28.462803,77.499338
17-05-2025,Saturday,02:29,Burglary,Moderate,Medium,High,60,Moderate,28.460463,77.512205
26-09-2025,Friday,06:42,Theft,Good,Medium,Low,44,Moderate,28.473453,77.49567
27-01-2026,Tuesday,20:18,Theft,Poor,Medium,High,52,Moderate,28.475577,77.51022
29-08-2025,Friday,04:32,Assault,Moderate,High,Low,71,Unsafe,28.46628,77.488281
12-02-2026,Thursday,18:16,Other,Moderate,Medium,High,37,Moderate,28.475867,77.506123
04-05-2025,Sunday,15:11,Assault,Poor,High,Low,68,Unsafe,28.458908,77.501862
13-02-2026,Friday,01:00,Burglary,Poor,High,Low,71,Unsafe,28.472727,77.495671
04-03-2026,Wednesday,14:19,Robbery,Moderate,Low,Medium,64,Unsafe,28.4557,77.503605
31-12-2025,Wednesday,20:31,Theft,Moderate,High,Low,49,Moderate,28.475291,77.514011
01-06-2025,Sunday,18:26,Burglary,Poor,High,Low,61,Unsafe,28.474376,77.487439
08-06-2025,Sunday,22:14,Harassment,Good,Medium,High,43,Moderate,28.468746,77.486257
18-12-2025,Thursday,12:47,Other,Good,High,Medium,29,Safe,28.475796,77.506772
07-02-2026,Saturday,03:05,Robbery,Moderate,Medium,Low,72,Unsafe,28.464366,77.490529
11-10-2025,Saturday,02:49,Harassment,Moderate,Low,Low,72,Unsafe,28.462199,77.496189
31-07-2025,Thursday,22:53,Burglary,Moderate,Low,Medium,67,Unsafe,28.473658,77.506873
12-03-2026,Thursday,22:49,Harassment,Good,Medium,Medium,47,Moderate,28.470711,77.493321
22-01-2026,Thursday,11:59,Other,Good,Low,Low,49,Moderate,28.455113,77.511554
31-12-2025,Wednesday,10:47,Robbery,Moderate,Medium,High,52,Moderate,28.479956,77.502279
31-08-2025,Sunday,05:11,Other,Good,Low,Medium,53,Moderate,28.479239,77.498111
18-04-2025,Friday,19:27,Assault,Good,Low,High,64,Unsafe,28.45912,77.501842
22-10-2025,Wednesday,06:29,Burglary,Good,Low,High,52,Moderate,28.465724,77.49428
26-11-2025,Wednesday,09:43,Harassment,Poor,High,Low,55,Moderate,28.478728,77.496096
06-12-2025,Saturday,19:53,Burglary,Poor,Low,Low,80,Unsafe,28.456819,77.508045
30-05-2025,Friday,02:40,Burglary,Poor,Low,Low,85,Unsafe,28.475371,77.489111
23-01-2026,Friday,08:24,Assault,Moderate,Medium,Medium,61,Unsafe,28.479704,77.509433
29-10-2025,Wednesday,09:49,Theft,Good,Medium,Medium,38,Moderate,28.46665,77.488157
20-09-2025,Saturday,14:34,Robbery,Moderate,Medium,Medium,56,Moderate,28.462604,77.509099
02-08-2025,Saturday,16:01,Assault,Moderate,High,Medium,55,Moderate,28.470691,77.505817
15-11-2025,Saturday,04:08,Theft,Moderate,High,Low,54,Moderate,28.46401,77.506673
11-07-2025,Friday,14:59,Other,Moderate,High,Medium,35,Moderate,28.47621,77.500957
05-10-2025,Sunday,05:01,Burglary,Good,High,Medium,52,Moderate,28.465649,77.514105
03-03-2026,Tuesday,08:09,Assault,Good,Medium,Medium,55,Moderate,28.468823,77.498408
17-11-2025,Monday,16:13,Harassment,Poor,Medium,High,51,Moderate,28.465084,77.498302
02-10-2025,Thursday,14:54,Harassment,Poor,High,High,45,Moderate,28.478795,77.508727
